"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.292295156E0,-7.481011748E-1,3.057291985E0,2.161630869E0,3.818289887E0
2.294700521E0,-8.488938212E-1,3.146478415E0,2.291744947E0,3.984098648E0
2.297105052E0,-9.429669976E-1,3.226501703E0,2.407809258E0,4.134857364E0
2.299510417E0,-1.025433779E0,3.292474985E0,2.506769419E0,4.263308443E0
2.301916562E0,-1.096904993E0,3.340733290E0,2.589847088E0,4.367036457E0
2.304321823E0,-1.152493715E0,3.365167856E0,2.652155161E0,4.436949793E0
2.306726406E0,-1.191588998E0,3.360280991E0,2.691861391E0,4.467380712E0
2.309131823E0,-1.203195453E0,3.326683521E0,2.713241577E0,4.458271235E0
2.311537917E0,-1.194643378E0,3.274760008E0,2.714463472E0,4.418092106E0
2.313943281E0,-1.169597864E0,3.197790861E0,2.698580980E0,4.344670858E0
2.316347812E0,-1.128669977E0,3.087835312E0,2.669259310E0,4.234804375E0
2.318753177E0,-1.074303031E0,2.951001644E0,2.625277281E0,4.093240587E0
2.321159323E0,-1.012605667E0,2.786068201E0,2.564801455E0,3.919917443E0
2.323564583E0,-9.405235648E-1,2.608917475E0,2.495773792E0,3.730941140E0
2.325969167E0,-8.562242389E-1,2.429323196E0,2.413307190E0,3.529700091E0
2.328374583E0,-7.572641373E-1,2.260113716E0,2.320455551E0,3.326571350E0
2.330780677E0,-6.521953940E-1,2.119003773E0,2.217830420E0,3.135969960E0
2.333186042E0,-5.410180092E-1,2.005993843E0,2.107263803E0,2.959268917E0
2.335590521E0,-4.280080497E-1,1.925359845E0,1.995475531E0,2.805730567E0
2.337995937E0,-3.143872321E-1,1.874658108E0,1.881854773E0,2.674800878E0
2.340402083E0,-1.989337802E-1,1.854499578E0,1.769455671E0,2.570936932E0
2.342807344E0,-8.225863427E-2,1.855721354E0,1.663165212E0,2.493308394E0
2.345211927E0,3.136220574E-2,1.861829996E0,1.564205170E0,2.431898915E0
2.347617344E0,1.339874864E-1,1.872214675E0,1.473186255E0,2.386088468E0
2.350023437E0,2.311149836E-1,1.875879884E0,1.397439122E0,2.350569202E0
2.352428802E0,3.282424808E-1,1.860608220E0,1.342461228E0,2.317716166E0
2.354833281E0,4.198721647E-1,1.813571692E0,1.309474587E0,2.275974211E0
2.357238698E0,5.047823787E-1,1.720109344E0,1.305198550E0,2.217459055E0
2.359644844E0,5.945794582E-1,1.577777863E0,1.335741758E0,2.151072700E0
2.362050104E0,6.843765974E-1,1.367640376E0,1.390108705E0,2.066691495E0
2.364454687E0,7.790606022E-1,1.067705870E0,1.420651913E0,1.940407973E0
2.366860052E0,8.676360250E-1,7.097390890E-1,1.360787153E0,1.763026807E0
2.369266198E0,9.653743505E-1,2.870206833E-1,1.261216283E0,1.613999697E0
2.371671562E0,1.077773452E0,-1.809017062E-1,1.155536652E0,1.590467225E0
2.374076042E0,1.203000665E0,-6.402719617E-1,1.041915774E0,1.715443752E0
2.376481458E0,1.341666937E0,-1.073985934E0,9.197428823E-1,1.949215977E0
2.378887604E0,1.485831022E0,-1.460052371E0,7.994025350E-1,2.231253272E0
2.381292865E0,1.631216884E0,-1.792362809E0,6.912794709E-1,2.520178618E0
2.383697448E0,1.770493984E0,-2.080691099E0,5.929302573E-1,2.795619911E0
2.386102812E0,1.902440786E0,-2.322593451E0,5.025222301E-1,3.044051556E0
2.388508958E0,2.027057409E0,-2.525400639E0,4.176120460E-1,3.265120204E0
2.390914323E0,2.149230242E0,-2.695220947E0,3.369778991E-1,3.463662901E0
2.393318802E0,2.273846626E0,-2.838163376E0,2.618415356E-1,3.646108997E0
2.395724219E0,2.405793428E0,-2.937123537E0,1.946464032E-1,3.801634374E0
2.398130365E0,2.543237925E0,-2.989657879E0,1.415011734E-1,3.927611992E0
2.400535625E0,2.684347868E0,-3.025698900E0,9.629718959E-2,4.045967185E0
2.402940208E0,2.824846745E0,-3.045857430E0,6.880827993E-2,4.154725164E0
2.405345573E0,2.967788935E0,-3.050744295E0,6.819741428E-2,4.256696231E0
2.407751719E0,3.111342192E0,-3.033029079E0,9.079940617E-2,4.346028090E0
2.410157083E0,3.254284620E0,-3.001875162E0,1.311164796E-1,4.429313086E0
2.412561562E0,3.400281191E0,-2.962168932E0,1.757096052E-1,4.513006850E0
2.414966979E0,3.544445276E0,-2.917575836E0,2.203027308E-1,4.596071624E0
2.417373125E0,3.690441847E0,-2.872371674E0,2.600089312E-1,4.683746866E0
2.419778385E0,3.839493036E0,-2.831443787E0,2.887195647E-1,4.779345110E0
2.422182969E0,3.983657122E0,-2.788683176E0,3.088781238E-1,4.872543855E0
2.424588333E0,4.124155521E0,-2.752031326E0,3.217062652E-1,4.968483683E0
2.426994479E0,4.258545876E0,-2.723320723E0,3.253714740E-1,5.065328748E0
2.429399844E0,4.386216640E0,-2.711103439E0,3.186519444E-1,5.166286610E0
2.431804323E0,4.501059055E0,-2.716601372E0,3.027694523E-1,5.266035033E0
2.434209740E0,4.609793186E0,-2.744090080E0,2.740588188E-1,5.371715911E0
2.436615833E0,4.711807728E0,-2.796013594E0,2.355743498E-1,5.484005776E0
2.439021198E0,4.800993919E0,-2.866873980E0,1.891486347E-1,5.595023345E0
2.441425729E0,4.879184246E0,-2.948729753E0,1.384468526E-1,5.702684771E0
2.443831094E0,4.956764221E0,-3.033640146E0,7.980383933E-2,5.811957737E0
2.446237240E0,5.034344196E0,-3.100835085E0,1.871737093E-2,5.912710888E0
2.448642604E0,5.112535000E0,-3.142984867E0,-4.359083250E-2,6.001522154E0
2.451047083E0,5.195001602E0,-3.155812979E0,-1.052881703E-1,6.079332431E0
2.453452500E0,5.280522346E0,-3.130767584E0,-1.682072282E-1,6.141165654E0
2.455858594E0,5.364821911E0,-3.073346138E0,-2.256285250E-1,6.186895736E0
2.458263958E0,5.443623543E0,-2.982938290E0,-2.757194340E-1,6.213451482E0
2.460668490E0,5.397808552E0,-3.176582336E0,-3.166473508E-1,6.271146470E0
2.463073854E0,4.725246429E0,-4.848518848E0,-3.410819471E-1,6.778821855E0
2.465480000E0,3.833384275E0,-7.043355942E0,-3.471905887E-1,8.026471157E0
2.467885260E0,3.262836695E0,-8.562577248E0,-4.119422734E-1,9.172433093E0
2.470289844E0,3.025821209E0,-9.374416351E0,-5.597714782E-1,9.866540428E0
2.472695260E0,3.091794491E0,-9.497810364E0,-7.699089646E-1,1.001800153E1
2.475101354E0,3.334307909E0,-9.180771828E0,-1.026472092E0,9.821294494E0
2.477506719E0,3.611640453E0,-8.739727974E0,-1.292809129E0,9.544534942E0
2.479911250E0,3.795510769E0,-8.460562706E0,-1.518829107E0,9.396481531E0
2.482316615E0,3.810171366E0,-8.517983437E0,-1.688038588E0,9.482769740E0
2.484722760E0,3.675781250E0,-8.868009567E0,-1.804713845E0,9.767801879E0
2.487128125E0,3.458924294E0,-9.318827629E0,-1.872519732E0,1.011489178E1
2.489532604E0,3.217021704E0,-9.650527000E0,-1.899397850E0,1.034841110E1
2.491938021E0,2.942743540E0,-9.678015709E0,-1.874963284E0,1.028781876E1
2.494344115E0,2.513916492E0,-9.224754333E0,-1.805324674E0,9.730111295E0
2.496749479E0,1.961694717E0,-8.313344002E0,-1.740573049E0,8.717197324E0
2.499154010E0,1.526759028E0,-7.250439167E0,-1.712473273E0,7.604763373E0
2.501559375E0,1.203611493E0,-6.285272598E0,-1.720414519E0,6.626700414E0
2.503965521E0,8.700794578E-1,-5.387301445E0,-1.739962101E0,5.727785195E0
2.506370781E0,4.595783949E-1,-4.174124241E0,-1.733242631E0,4.542978703E0
2.508775365E0,4.724469036E-2,-2.239516020E0,-1.665436625E0,2.791297766E0
2.511180781E0,-3.485956490E-1,1.037612632E-1,-1.545096278E0,1.587327262E0
2.513586875E0,-6.827386618E-1,1.778752327E0,-1.438805819E0,2.387520493E0
2.515992240E0,-9.460213184E-1,2.443983793E0,-1.402764797E0,2.972501000E0
2.518396771E0,-1.175706506E0,2.652899742E0,-1.403375626E0,3.223294274E0
2.520802135E0,-1.370572329E0,2.729868650E0,-1.408873439E0,3.363863214E0
2.523208281E0,-1.514736414E0,2.731090307E0,-1.419869065E0,3.430642627E0
2.525613542E0,-1.620416045E0,2.693827629E0,-1.440027595E0,3.457764441E0
2.528018125E0,-1.690665483E0,2.637628078E0,-1.468738198E0,3.460147909E0
2.530423542E0,-1.732204318E0,2.583871841E0,-1.503557444E0,3.455084728E0
2.532829635E0,-1.746865034E0,2.552717924E0,-1.541431069E0,3.455997105E0
2.535235000E0,-1.740145564E0,2.560659170E0,-1.582969904E0,3.477193651E0
2.537639479E0,-1.718765259E0,2.622356415E0,-1.628173947E0,3.532967249E0
2.540044896E0,-1.680891633E0,2.729257822E0,-1.672767043E0,3.615576651E0
2.542451042E0,-1.627135515E0,2.878919601E0,-1.722247005E0,3.728522871E0
2.544856302E0,-1.563605666E0,3.046296597E0,-1.777224898E0,3.857889834E0
2.547260885E0,-1.495799661E0,3.228334188E0,-1.840754867E0,4.005987611E0
2.549666250E0,-1.424328446E0,3.407928467E0,-1.911615133E0,4.158961454E0
2.552072396E0,-1.346137762E0,3.584468365E0,-1.991027474E0,4.315633295E0
2.554477760E0,-1.261838436E0,3.756732225E0,-2.075937748E0,4.473789309E0
2.556882240E0,-1.172041297E0,3.950987101E0,-2.165734768E0,4.655575899E0
2.559287656E0,-1.075524688E0,4.167233467E0,-2.260418892E0,4.861283955E0
2.561693802E0,-9.710667729E-1,4.391420841E0,-2.358157158E0,5.078233242E0
2.564099062E0,-8.592785597E-1,4.627214432E0,-2.462004185E0,5.311396958E0
2.566503646E0,-7.438251376E-1,4.872171402E0,-2.570127249E0,5.558496567E0
2.568909062E0,-6.228739023E-1,5.126902103E0,-2.680083036E0,5.818585924E0
2.571315156E0,-4.982574880E-1,5.379799843E0,-2.791260242E0,6.081253211E0
2.573720521E0,-3.693650365E-1,5.635752201E0,-2.904270411E0,6.350820421E0
2.576125000E0,-2.349748015E-1,5.883152485E0,-3.021556377E0,6.617892358E0
2.578530417E0,-9.936284274E-2,6.128109455E0,-3.140674829E0,6.886758080E0
2.580936562E0,3.014047630E-2,6.354740143E0,-3.262237072E0,7.143236063E0
2.583341823E0,1.572003514E-1,6.522117138E0,-3.384409904E0,7.349622733E0
2.585746406E0,2.641016841E-1,6.590533733E0,-3.495587349E0,7.464852008E0
2.588151823E0,3.319076598E-1,6.497071743E0,-3.591493130E0,7.431078443E0
2.590557917E0,3.593965769E-1,6.192861080E0,-3.664186001E0,7.204648035E0
2.592963281E0,3.288533390E-1,5.681567192E0,-3.709389925E0,6.793226324E0
2.595367760E0,2.586039007E-1,4.981516361E0,-3.733824492E0,6.230876870E0
2.597773177E0,1.614764035E-1,4.170898914E0,-3.738100529E0,5.603201580E0
2.600179323E0,8.145311475E-2,3.362113476E0,-3.727715969E0,5.020588410E0
2.602584583E0,3.014047630E-2,2.653510571E0,-3.712444305E0,4.563361647E0
2.604989167E0,3.197307140E-2,2.103732347E0,-3.700837851E0,4.257101463E0
2.607394531E0,8.145311475E-2,1.729883194E0,-3.705113888E0,4.089865450E0
2.609800677E0,1.761371493E-1,1.524632573E0,-3.725883245E0,4.029607268E0
2.612206042E0,3.129708469E-1,1.455604911E0,-3.758259058E0,4.042430897E0
2.614610521E0,4.742391407E-1,1.488591552E0,-3.798576355E0,4.107309325E0
2.617015937E0,6.477246881E-1,1.596714616E0,-3.849277973E0,4.217343447E0
2.619422083E0,8.334276080E-1,1.759815574E0,-3.921970844E0,4.378744995E0
2.621827344E0,1.014243484E0,1.985835433E0,-4.023374557E0,4.599975548E0
2.624231927E0,1.186507344E0,2.188031673E0,-4.132108688E0,4.823857843E0
2.626637292E0,1.333725691E0,2.336471796E0,-4.233511925E0,5.016029096E0
2.629043437E0,1.449790001E0,2.454979420E0,-4.334304810E0,5.187968117E0
2.631448802E0,1.565243483E0,2.552717924E0,-4.439984322E0,5.355354025E0
2.633853281E0,1.681918621E0,2.655343056E0,-4.550550938E0,5.530570570E0
2.636258698E0,1.793706894E0,2.756746531E0,-4.665393353E0,5.708146020E0
2.638664792E0,1.906716824E0,2.798896313E0,-4.779014587E0,5.857334722E0
2.641070156E0,2.039274693E0,2.513011694E0,-4.843155384E0,5.824948336E0
2.643474687E0,2.196877718E0,1.722552776E0,-4.827883720E0,5.576909627E0
2.645880052E0,2.354480743E0,9.882934093E-1,-4.793674946E0,5.431355532E0
2.648286198E0,2.466269016E0,6.572047472E-1,-4.777792454E0,5.416798101E0
2.650691562E0,2.535907745E0,5.869552493E-1,-4.758244991E0,5.423674027E0
2.653096042E0,2.590885401E0,5.564120412E-1,-4.698991299E0,5.394701173E0
2.655501458E0,2.654415369E0,4.702800810E-1,-4.595755100E0,5.328043660E0
2.657907552E0,2.720999718E0,3.963654637E-1,-4.458921432E0,5.238599563E0
2.660312917E0,2.779031754E0,4.036958218E-1,-4.309870243E0,5.144022678E0
2.662717448E0,2.833398819E0,4.684474766E-1,-4.158375740E0,5.053679917E0
2.665122812E0,2.898150444E0,5.283122659E-1,-4.006270409E0,4.972785179E0
2.667528958E0,2.986114979E0,5.570229292E-1,-3.860884428E0,4.912594607E0
2.669934323E0,3.104622602E0,6.010051966E-1,-3.727105141E0,4.887862670E0
2.672338802E0,3.253673792E0,7.182911634E-1,-3.604932070E0,4.908958196E0
2.674744219E0,3.434489727E0,9.241526127E-1,-3.497419834E0,4.988158301E0
2.677150312E0,3.642183542E0,1.215535045E0,-3.405179262E0,5.132082638E0
2.679555677E0,3.870036125E0,1.559451938E0,-3.325767040E0,5.335709546E0
2.681960208E0,4.123544693E0,1.935744524E0,-3.261626244E0,5.602582748E0
2.684365573E0,4.391714573E0,2.313258886E0,-3.212756872E0,5.912709217E0
2.686771719E0,4.666603565E0,2.650456190E0,-3.174883366E0,6.235542578E0
2.689176979E0,4.944547176E0,2.943671227E0,-3.152892351E0,6.561591061E0
2.691581562E0,5.218214512E0,3.184962749E0,-3.143118382E0,6.874077652E0
2.693986979E0,5.481497288E0,3.375552654E0,-3.141285896E0,7.163019288E0
2.696393073E0,5.729507923E0,3.510553598E0,-3.145561934E0,7.419286184E0
2.698798437E0,5.951251984E0,3.577137947E0,-3.154114008E0,7.626385201E0
2.701202917E0,6.140009403E0,3.565531492E0,-3.164498568E0,7.773466503E0
2.703608333E0,6.292725563E0,3.466571569E0,-3.182824612E0,7.857855049E0
2.706014479E0,6.408789635E0,3.307135820E0,-3.213978767E0,7.895529839E0
2.708419740E0,6.492478371E0,3.134871960E0,-3.255517483E0,7.910631560E0
2.710824323E0,6.566392899E0,3.018807650E0,-3.311717033E0,7.949728614E0
2.713229740E0,6.647637844E0,2.996205568E0,-3.377079487E0,8.035732859E0
2.715635833E0,6.740489483E0,3.057291985E0,-3.442442179E0,8.162820646E0
2.718041198E0,6.834562302E0,3.148310900E0,-3.502306938E0,8.299955257E0
2.720445677E0,6.923137665E0,3.229555845E0,-3.562171698E0,8.429052929E0
2.722851094E0,6.990943909E0,3.279646873E0,-3.620203733E0,8.528496668E0
2.725257240E0,7.027595520E0,3.285144567E0,-3.673959732E0,8.583545522E0
2.727662500E0,7.033704281E0,3.241162300E0,-3.725883245E0,8.594203565E0
2.730067083E0,7.007437229E0,3.161750078E0,-3.775363445E0,8.564707188E0
2.732472500E0,6.953680992E0,3.051794291E0,-3.820567369E0,8.500815417E0
2.734878594E0,6.873657703E0,2.910684586E0,-3.860273600E0,8.403628219E0
2.737283958E0,6.773476124E0,2.754303217E0,-3.892038584E0,8.283364615E0
2.739688437E0,6.650081158E0,2.583871841E0,-3.909753561E0,8.135486833E0
2.742093854E0,6.510193348E0,2.406110287E0,-3.910364389E0,7.966362645E0
2.744500000E0,6.353200912E0,2.233235598E0,-3.888984203E0,7.776548155E0
2.746905260E0,6.181548119E0,2.062193394E0,-3.843780279E0,7.565634512E0
2.749309844E0,5.996456146E0,1.896038413E0,-3.774752617E0,7.334930490E0
2.751715260E0,5.794870853E0,1.721941948E0,-3.684344530E0,7.079548495E0
2.754121354E0,5.580457211E0,1.547234654E0,-3.578665018E0,6.807516512E0
2.756526719E0,5.358713150E0,1.385966301E0,-3.469320059E0,6.532449072E0
2.758931198E0,5.133304119E0,1.237526178E0,-3.355699301E0,6.256436687E0
2.761336615E0,4.899343014E0,1.087864399E0,-3.231082916E0,5.968828003E0
2.763742760E0,4.653164387E0,9.418677092E-1,-3.099746943E0,5.669875193E0
2.766148021E0,4.398434162E0,8.141969442E-1,-2.963524103E0,5.365781849E0
2.768552604E0,4.137594700E0,7.097390890E-1,-2.821192741E0,5.057919331E0
2.770958021E0,3.871868849E0,6.315484047E-1,-2.680083036E0,4.751112170E0
2.773364115E0,3.601255655E0,5.735162497E-1,-2.534697056E0,4.441019292E0
2.775769479E0,3.329420805E0,5.270905495E-1,-2.383202791E0,4.128259063E0
2.778173958E0,3.047201395E0,4.892168939E-1,-2.228043079E0,3.806434746E0
2.780579375E0,2.757040739E0,4.562301934E-1,-2.071050882E0,3.478314446E0
2.782985521E0,2.465047359E0,4.262978137E-1,-1.915891171E0,3.151004171E0
2.785390781E0,2.161447525E0,4.116370678E-1,-1.765618443E0,2.821118389E0
2.787795365E0,1.801648140E0,5.338100195E-1,-1.618400097E0,2.479941135E0
2.790200729E0,1.338001847E0,8.881115913E-1,-1.470570803E0,2.177514553E0
2.792606875E0,8.474774957E-1,1.255241275E0,-1.322741508E0,2.010844067E0
2.795012240E0,4.369763732E-1,1.460491776E0,-1.204844594E0,1.943099348E0
2.797416719E0,1.199375913E-1,1.575945258E0,-1.133984327E0,1.945227220E0
2.799822135E0,-1.292952150E-1,1.693842173E0,-1.089391232E0,2.018066355E0
2.802228281E0,-3.339349031E-1,1.852666974E0,-1.052739263E0,2.156883722E0
2.804633542E0,-5.153617263E-1,2.064026117E0,-1.027693868E0,2.362616390E0
2.807038125E0,-6.839603782E-1,2.308982849E0,-1.011811376E0,2.612080752E0
2.809443490E0,-8.440069556E-1,2.560659170E0,-1.004481077E0,2.877204435E0
2.811849635E0,-9.997774363E-1,2.806837559E0,-1.006924510E0,3.145121456E0
2.814255000E0,-1.146385074E0,3.052405119E0,-1.020974398E0,3.416689109E0
2.816659479E0,-1.282607913E0,3.296751022E0,-1.052128434E0,3.690613039E0
2.819064896E0,-1.410889506E0,3.544762135E0,-1.107106328E0,3.972610252E0
2.821471042E0,-1.525121212E0,3.793994904E0,-1.186518669E0,4.257724579E0
2.823876302E0,-1.628968120E0,4.024901867E0,-1.278148413E0,4.526260657E0
2.826280885E0,-1.718154430E0,4.220378876E0,-1.380162835E0,4.761145025E0
2.828686250E0,-1.802453756E0,4.365764618E0,-1.483398914E0,4.950677992E0
2.831092396E0,-1.884920478E0,4.452507496E0,-1.579304695E0,5.086447830E0
2.833497760E0,-1.965554595E0,4.489159107E0,-1.666658401E0,5.176263574E0
2.835902240E0,-2.043745279E0,4.495267868E0,-1.739351273E0,5.235424608E0
2.838307656E0,-2.123768568E0,4.485494137E0,-1.796161652E0,5.277901786E0
2.840713750E0,-2.201348305E0,4.472665787E0,-1.830981016E0,5.310665220E0
2.843119115E0,-2.278317213E0,4.464113712E0,-1.849917769E0,5.342399865E0
2.845523646E0,-2.357729673E0,4.459227085E0,-1.853582978E0,5.373952481E0
2.847929010E0,-2.438363791E0,4.454339981E0,-1.842587352E0,5.402026545E0
2.850335156E0,-2.522663116E0,4.442733288E0,-1.817541957E0,5.422653136E0
2.852740417E0,-2.611238480E0,4.427462101E0,-1.780890107E0,5.439904101E0
2.855145000E0,-2.702257395E0,4.420131683E0,-1.735075235E0,5.463537791E0
2.857550417E0,-2.789000034E0,4.426239967E0,-1.684984326E0,5.496298174E0
2.859956510E0,-2.875742912E0,4.439068317E0,-1.624508739E0,5.533014862E0
2.862361875E0,-2.961874962E0,4.449452877E0,-1.552426696E0,5.566000614E0
2.864766406E0,-3.048006773E0,4.447620392E0,-1.466905594E0,5.587797818E0
2.867171771E0,-3.134749651E0,4.440900803E0,-1.372832417E0,5.606507305E0
2.869577917E0,-3.223935843E0,4.421964169E0,-1.272039771E0,5.618328453E0
2.871983177E0,-3.310678720E0,4.390810013E0,-1.166360140E0,5.621405708E0
2.874387760E0,-3.393756151E0,4.351103783E0,-1.060680509E0,5.619139443E0
2.876793177E0,-3.471946955E0,4.307732582E0,-9.586661458E-1,5.615159520E0
2.879199271E0,-3.548915863E0,4.267415524E0,-8.603169322E-1,5.616563387E0
2.881604635E0,-3.617943525E0,4.230152607E0,-7.699089646E-1,5.619294106E0
2.884009115E0,-3.682695150E0,4.191057205E0,-6.856096387E-1,5.621144425E0
2.886414531E0,-3.743170738E0,4.153794289E0,-6.098623872E-1,5.624701441E0
2.888820677E0,-3.796316147E0,4.122640610E0,-5.420564413E-1,5.630453540E0
2.891225937E0,-3.847017765E0,4.095151424E0,-4.834134281E-1,5.639459142E0
2.893630521E0,-3.888556719E0,4.068884373E0,-4.339333773E-1,5.644908464E0
2.896035937E0,-3.916656494E0,4.029178143E0,-3.936163187E-1,5.632886330E0
2.898442031E0,-3.928873777E0,3.985806704E0,-3.624622226E-1,5.608393986E0
2.900847396E0,-3.925208569E0,3.928385258E0,-3.404710889E-1,5.563757148E0
2.903251875E0,-3.902606487E0,3.849583626E0,-3.245885968E-1,5.491355866E0
2.905657292E0,-3.858624220E0,3.747569323E0,-3.148147762E-1,5.388168988E0
2.908063437E0,-3.789596558E0,3.622952938E0,-3.135930300E-1,5.252158666E0
2.910468698E0,-3.693079948E0,3.466571569E0,-3.178690970E-1,5.075135340E0
2.912873281E0,-3.564187527E0,3.278425217E0,-3.264212012E-1,4.853664124E0
2.915278698E0,-3.403530121E0,3.063400745E0,-3.392493427E-1,4.591680687E0
2.917684792E0,-3.216605425E0,2.828828573E0,-3.557426929E-1,4.298299015E0
2.920090156E0,-3.007078886E0,2.597311020E0,-3.740686476E-1,3.991049400E0
2.922494635E0,-2.779837132E0,2.380454063E0,-3.942271769E-1,3.680960621E0
2.924900052E0,-2.538545609E0,2.188031673E0,-4.174400270E-1,3.377269990E0
2.927306198E0,-2.285647631E0,2.028595924E0,-4.406529069E-1,3.087646596E0
2.929711458E0,-2.019921541E0,1.902757883E0,-4.644766152E-1,2.813593631E0
2.932116042E0,-1.740756392E0,1.812960744E0,-4.895220697E-1,2.560603705E0
2.934521458E0,-1.454260826E0,1.747598290E0,-5.164000988E-1,2.331446632E0
2.936927552E0,-1.157991409E0,1.709724665E0,-5.426672697E-1,2.135085548E0
2.939332917E0,-8.574459553E-1,1.685900927E0,-5.677127242E-1,1.974784352E0
2.941737396E0,-5.520135760E-1,1.671240211E0,-5.903147459E-1,1.856403601E0
2.944142812E0,-2.453595102E-1,1.662688017E0,-6.068080664E-1,1.786882414E0
2.946548958E0,5.885111541E-2,1.658411980E0,-6.190253496E-1,1.771153898E0
2.948954219E0,3.569531143E-1,1.655357718E0,-6.226905584E-1,1.804263903E0
2.951358802E0,6.446703672E-1,1.641918659E0,-6.116949916E-1,1.866994250E0
2.953764167E0,9.116182923E-1,1.615651488E0,-5.799300075E-1,1.943629712E0
2.956170312E0,1.150466323E0,1.585108280E0,-5.310608745E-1,2.029326655E0
2.958575677E0,1.360603809E0,1.560673594E0,-4.602005780E-1,2.121020831E0
2.960980156E0,1.535921931E0,1.550288916E0,-3.728469312E-1,2.213925639E0
2.963385573E0,1.679475188E0,1.553954124E0,-2.744976878E-1,2.304508475E0
2.965791719E0,1.788209081E0,1.570447445E0,-1.688181013E-1,2.385895313E0
2.968196979E0,1.863345504E0,1.583275676E0,-5.886244774E-2,2.445870626E0
2.970601562E0,1.901219010E0,1.585719109E0,4.559541866E-2,2.476129592E0
2.973006927E0,1.903662562E0,1.562506199E0,1.421120465E-1,2.466891284E0
2.975413073E0,1.876784444E0,1.514858842E0,2.270222455E-1,2.422530962E0
2.977818437E0,1.818752289E0,1.447663665E0,2.929956317E-1,2.342954634E0
2.980222917E0,1.733231306E0,1.367640376E0,3.369778991E-1,2.233402128E0
2.982628333E0,1.629384279E0,1.290671468E0,3.565255702E-1,2.108989438E0
2.985034427E0,1.515763402E0,1.231417537E0,3.510277867E-1,1.984224873E0
2.987439792E0,1.394201398E0,1.200874329E0,3.241497278E-1,1.868413695E0
2.989844323E0,1.270195842E0,1.197209120E0,2.777239978E-1,1.767438195E0
2.992249687E0,1.146190286E0,1.207593799E0,2.148049474E-1,1.678742422E0
2.994655833E0,1.038067222E0,1.192322254E0,1.366142631E-1,1.586782711E0
2.997061198E0,9.482701421E-1,1.170941949E0,4.620628059E-2,1.507466859E0
2.999465677E0,8.633599877E-1,1.167276740E0,-4.297996685E-2,1.452505674E0
3.001871094E0,7.827258110E-1,1.174607158E0,-1.223923787E-1,1.416806820E0
3.004277187E0,7.045351267E-1,1.181937575E0,-1.895875037E-1,1.388988696E0
3.006682552E0,6.269553304E-1,1.181326628E0,-2.421218604E-1,1.359127876E0
3.009087083E0,5.530406833E-1,1.172774553E0,-2.854932547E-1,1.327689929E0
3.011492448E0,4.803477824E-1,1.156892061E0,-3.209234178E-1,1.293106753E0
3.013898594E0,4.149852693E-1,1.139176965E0,-3.545209765E-1,1.263179343E0
3.016303854E0,3.502335846E-1,1.111688018E0,-3.850642145E-1,1.227513039E0
3.018708437E0,2.860927880E-1,1.075646996E0,-4.162183106E-1,1.188319497E0
3.021113854E0,2.231737375E-1,1.032886505E0,-4.516484737E-1,1.149194237E0
3.023519948E0,1.645307243E-1,9.821847677E-1,-4.889112115E-1,1.109410406E0
3.025925312E0,1.101637557E-1,9.296503663E-1,-5.286173820E-1,1.075091714E0
3.028329844E0,5.579679459E-2,8.765051365E-1,-5.713779330E-1,1.047782076E0
3.030735208E0,5.705888383E-3,8.233599067E-1,-6.159710288E-1,1.028287120E0
3.033141354E0,-4.010896385E-2,7.738798857E-1,-6.562881470E-1,1.015486552E0
3.035546615E0,-8.409122378E-2,7.311193347E-1,-6.892747879E-1,1.008318674E0
3.037951198E0,-1.286843419E-1,6.895805597E-1,-7.100442052E-1,9.981201238E-1
3.040356615E0,-1.720557362E-1,6.474308968E-1,-7.143202424E-1,9.792973763E-1
3.042762708E0,-2.172597349E-1,5.961182714E-1,-6.959943175E-1,9.417891887E-1
3.045168073E0,-2.649071813E-1,5.270905495E-1,-6.507903337E-1,8.783668485E-1
3.047572552E0,-3.174415529E-1,4.550084770E-1,-5.835952163E-1,8.052237143E-1
3.049977969E0,-3.663107157E-1,3.890350759E-1,-5.005176067E-1,7.321541541E-1
3.052384115E0,-4.127364457E-1,3.346681297E-1,-4.040010273E-1,6.675110192E-1
3.054789375E0,-4.628273547E-1,2.864097953E-1,-2.989322841E-1,6.209671823E-1
3.057193958E0,-5.092530847E-1,2.454818785E-1,-1.883657724E-1,5.958873393E-1
3.059599323E0,-5.556787848E-1,2.149386406E-1,-7.535579801E-2,6.005464407E-1
3.062005469E0,-6.027153730E-1,1.947801113E-1,3.704331070E-2,6.344898104E-1
3.064410833E0,-6.485302448E-1,1.850062609E-1,1.482206881E-1,6.904984920E-1
3.066815312E0,-6.931233406E-1,1.905040443E-1,2.563437521E-1,7.631670036E-1
3.069220729E0,-7.383273244E-1,2.149386406E-1,3.601907492E-1,8.491544223E-1
3.071626875E0,-7.780335546E-1,2.576991618E-1,4.597617090E-1,9.397477848E-1
3.074032135E0,-8.122419715E-1,3.255051374E-1,5.556675196E-1,1.036560180E0
3.076436719E0,-8.452286720E-1,4.079718888E-1,6.509624124E-1,1.142192905E0
3.078842083E0,-8.769936562E-1,5.038776994E-1,7.462573051E-1,1.256944937E0
3.081248229E0,-9.081477523E-1,6.010051966E-1,8.433848023E-1,1.377402451E0
